lon,lat,owner,watershed,type,form
-92.02871339,30.22044208,CITY-ROW,BILBO BASIN,CURB INLET,
-92.02871227,30.21910538,CITY-ROW,ST. AUGUSTINE CREEK,GRATE INLET,
-92.02871158,30.23011083,CITY-ROW,WINDSOR,CURB INLET,
-92.02869838,30.21591614,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02868508,30.21899023,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02866011,30.22574691,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02865217,30.22256802,CITY-ROW,BILBO BASIN,CURB INLET,
-92.02865099,30.2165003,CITY-ROW,WINDSOR,CURB INLET,
-92.02863207,30.21915294,CITY-ROW,CASEY NORTH,GRATE INLET,
-92.02863169,30.22043177,CITY-ROW,CHIPPEWA,CURB INLET,
-92.02860863,30.23607854,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02859154,30.22220039,CITY-ROW,CHIPPEWA,CURB INLET,
-92.02855384,30.22126378,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02853486,30.2366098,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02851846,30.23506748,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02851817,30.23136507,CITY-ROW,SPRINGFIELD NORTH,CURB INLET,
-92.02851279,30.2211906,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02851184,30.23144208,CITY-ROW,PLACENTIA,CURB INLET,
-92.02846033,30.21755656,CITY-ROW,PLACENTIA,CURB INLET,
-92.02845518,30.23545241,CITY-ROW,CASEY NORTH,CURB INLET,
-92.02845086,30.22228611,CITY-ROW,CASEY NORTH,CURB INLET,
-92.02844428,30.21560416,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02843536,30.23556619,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02841939,30.23704742,CITY-ROW,WINDSOR,CURB INLET,
-92.02840886,30.23573454,CITY-ROW,,CURB INLET,
-92.02839645,30.21594473,CITY-ROW,CASEY NORTH,CURB INLET,
-92.02836864,30.2359596,CITY-ROW,BILBO BASIN,CURB INLET,
-92.02836614,30.23042421,CITY-ROW,BILBO BASIN,CURB INLET,
-92.02832504,30.2365777,CITY-ROW,COFFEE BLUFF,GRATE INLET,
-92.02831614,30.23034929,CITY-ROW,,GRATE INLET,
-92.02827918,30.21861346,CITY-ROW,WINDSOR,CURB INLET,
-92.02826459,30.21739012,CITY-ROW,WILSHIRE,CURB INLET,
-92.02826051,30.23665812,CITY-ROW,BILBO BASIN,CURB INLET,
-92.02825471,30.21315938,CITY-ROW,WILSHIRE,GRATE INLET,
-92.02823439,30.23681615,CITY-ROW,CASEY NORTH,CURB INLET,
-92.02821467,30.21732522,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02821369,30.21836664,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02820896,30.23695341,CITY-ROW,CASEY SOUTH,CURB INLET,
-92.02820421,30.21866207,CITY-ROW,CASEY NORTH,CURB INLET,
-92.02819493,30.23702597,CITY-ROW,BILBO BASIN,CURB INLET,
